epoch_timestamp,eth_amount
1657594800,746978453125734600000
1657604100,960194229413969000000
1657634400,1.56459450721834043337e+21
1657659838,1.895903608800693977628e+21
1657717943,2.634374844487562119926e+21
1657805913,3.320361621705777764964e+21
1657890266,3.247827028054445196049e+21
